timestamp,jam,voltage,current,power,energy,suhu_ruangan,jumlah_orang,suhu_ac,status
2026-05-01 02:00:40,2,217.9,3.77,821.72,0.0023,32.0,3,22,NORMAL
2026-05-01 02:00:50,2,215.7,0.06,13.72,0.0,30.2,0,OFF,NORMAL
2026-05-01 02:01:00,2,223.2,2.51,561.0,0.0016,27.8,2,24,NORMAL
2026-05-01 02:01:10,2,220.7,0.05,12.13,0.0,24.0,0,OFF,NORMAL
2026-05-01 02:01:20,2,220.4,0.06,12.71,0.0,30.3,0,OFF,NORMAL
2026-05-01 02:01:30,2,216.8,2.75,596.64,0.0017,29.4,1,24,NORMAL
2026-05-01 02:01:40,2,221.5,1.91,423.62,0.0012,26.8,1,26,NORMAL
2026-05-01 02:01:50,2,224.4,0.08,18.46,0.0001,28.9,0,OFF,NORMAL
2026-05-01 02:02:00,2,217.8,1.75,380.71,0.0011,24.6,3,26,NORMAL
2026-05-01 02:02:10,2,224.4,3.28,735.98,0.002,30.2,1,22,NORMAL
2026-05-01 02:02:20,2,217.0,1.97,428.04,0.0012,24.3,3,26,NORMAL
2026-05-01 02:02:30,2,222.2,2.58,572.56,0.0016,28.4,1,24,NORMAL
2026-05-01 02:02:40,2,223.8,3.48,778.46,0.0022,31.8,2,22,NORMAL
2026-05-01 02:02:50,2,219.7,1.55,340.61,0.0009,25.1,2,26,NORMAL
2026-05-01 02:03:00,2,215.1,3.3,709.78,0.002,30.6,1,22,NORMAL
2026-05-01 02:03:10,2,219.1,1.39,304.6,0.0008,25.0,3,26,NORMAL
2026-05-01 02:03:20,2,222.2,2.82,626.93,0.0017,28.1,3,24,NORMAL
2026-05-01 02:03:30,2,219.6,0.09,19.9,0.0001,27.6,0,OFF,NORMAL
2026-05-01 02:03:40,2,219.7,3.17,696.92,0.0019,27.1,2,24,NORMAL
2026-05-01 02:03:50,2,222.9,3.05,678.92,0.0019,28.4,1,24,NORMAL
2026-05-01 02:04:00,2,217.3,0.07,14.95,0.0,26.8,0,OFF,NORMAL
2026-05-01 02:04:10,2,215.6,4.07,877.86,0.0024,31.9,2,22,NORMAL
2026-05-01 02:04:20,2,222.3,3.71,825.65,0.0023,30.0,3,22,NORMAL
2026-05-01 02:04:30,2,224.6,0.03,6.4,0.0,26.2,0,OFF,NORMAL
2026-05-01 02:04:40,2,222.3,3.72,827.39,0.0023,31.3,1,22,NORMAL
2026-05-01 02:04:50,2,219.6,2.01,440.73,0.0012,25.3,1,26,NORMAL
2026-05-01 02:05:00,2,218.9,2.69,589.23,0.0016,28.3,2,24,NORMAL
2026-05-01 02:05:10,2,218.4,2.73,595.35,0.0017,28.7,2,24,NORMAL
2026-05-01 02:05:20,2,219.6,1.67,365.84,0.001,26.6,2,26,NORMAL
2026-05-01 02:05:30,2,216.2,0.05,10.76,0.0,26.9,0,OFF,NORMAL
2026-05-01 02:05:40,2,223.5,2.7,603.98,0.0017,27.9,3,24,NORMAL
2026-05-01 02:05:50,2,217.1,1.65,358.22,0.001,25.9,3,26,NORMAL
2026-05-01 02:06:00,2,218.8,0.04,8.22,0.0,29.3,0,OFF,NORMAL
2026-05-01 02:06:10,2,216.8,2.56,556.05,0.0015,29.3,2,24,NORMAL
2026-05-01 02:06:20,2,215.8,0.07,14.43,0.0,31.3,0,OFF,NORMAL
2026-05-01 02:06:30,2,220.3,0.02,5.11,0.0,24.9,0,OFF,NORMAL
2026-05-01 02:06:40,2,218.9,2.71,594.29,0.0017,29.1,3,24,NORMAL
2026-05-01 02:06:50,2,224.9,3.97,893.35,0.0025,30.3,2,22,NORMAL
2026-05-01 02:07:00,2,221.9,2.39,530.75,0.0015,28.2,2,24,NORMAL
2026-05-01 02:07:10,2,217.8,2.1,457.23,0.0013,26.5,1,26,NORMAL
2026-05-01 02:07:20,2,222.1,1.92,426.89,0.0012,26.2,2,26,NORMAL
2026-05-01 02:07:30,2,218.3,0.05,11.46,0.0,29.0,0,OFF,NORMAL
2026-05-01 02:07:40,2,219.0,0.03,7.45,0.0,28.7,0,OFF,NORMAL
2026-05-01 02:07:50,2,221.0,1.7,375.69,0.001,25.5,1,26,NORMAL
2026-05-01 02:08:00,2,220.4,3.22,710.29,0.002,31.3,2,22,NORMAL
2026-05-01 02:08:10,2,216.4,0.06,12.93,0.0,25.0,0,OFF,NORMAL
2026-05-01 02:08:20,2,215.2,3.24,697.16,0.0019,27.2,1,24,NORMAL
2026-05-01 02:08:30,2,219.9,2.16,473.89,0.0013,24.6,3,26,NORMAL
2026-05-01 02:08:40,2,218.1,0.08,17.18,0.0,24.5,0,OFF,NORMAL
2026-05-01 02:08:50,2,221.8,1.9,421.74,0.0012,24.8,1,26,NORMAL
2026-05-01 02:09:00,2,220.0,0.08,18.35,0.0001,25.7,0,OFF,NORMAL
2026-05-01 02:09:10,2,223.8,3.88,868.08,0.0024,31.8,2,22,NORMAL
2026-05-01 02:09:20,2,216.1,6.29,1360.11,0.0,25.5,0,OFF,ANOMALI
2026-05-01 02:09:30,2,217.1,2.79,604.71,0.0017,28.0,3,24,NORMAL
2026-05-01 02:09:40,2,223.6,1.71,381.44,0.0011,26.2,1,26,NORMAL
2026-05-01 02:09:50,2,217.3,2.11,458.82,0.0013,24.4,1,26,NORMAL
2026-05-01 02:10:00,2,215.9,9.09,1963.29,0.0013,26.8,1,26,ANOMALI
2026-05-01 02:10:10,2,216.6,0.06,12.68,0.0,25.7,0,OFF,NORMAL
2026-05-01 02:10:20,2,220.3,0.04,9.35,0.0,27.8,0,OFF,NORMAL
2026-05-01 02:10:30,2,220.5,1.79,394.2,0.0011,24.7,3,26,NORMAL
2026-05-01 02:10:40,2,219.0,0.06,13.86,0.0,31.5,0,OFF,NORMAL
2026-05-01 02:10:50,2,223.3,1.99,445.3,0.0012,26.2,3,26,NORMAL
2026-05-01 02:11:00,2,218.4,2.9,632.37,0.0018,29.1,2,24,NORMAL
2026-05-01 02:11:10,2,222.7,2.58,574.86,0.0016,27.1,1,24,NORMAL
2026-05-01 02:11:20,2,216.8,0.08,18.19,0.0001,24.4,0,OFF,NORMAL
2026-05-01 02:11:30,2,224.1,3.25,728.88,0.002,31.5,1,22,NORMAL
2026-05-01 02:11:40,2,220.6,0.06,12.26,0.0,27.8,0,OFF,NORMAL
2026-05-01 02:11:50,2,215.2,3.33,716.9,0.002,31.4,2,22,NORMAL
2026-05-01 02:12:00,2,220.2,2.31,509.66,0.0014,28.3,1,24,NORMAL
2026-05-01 02:12:10,2,222.0,5.57,1235.88,0.0026,30.5,0,22,ANOMALI
2026-05-01 02:12:20,2,217.6,2.97,646.83,0.0018,27.0,1,24,NORMAL
2026-05-01 02:12:30,2,216.2,3.07,664.43,0.0018,27.3,1,24,NORMAL
2026-05-01 02:12:40,2,217.6,2.08,452.18,0.0013,24.9,1,26,NORMAL
2026-05-01 02:12:50,2,217.4,1.69,367.84,0.001,24.8,1,26,NORMAL
2026-05-01 02:13:00,2,217.8,3.14,684.8,0.0019,27.2,1,24,NORMAL
2026-05-01 02:13:10,2,223.4,2.28,509.26,0.0014,27.6,2,24,NORMAL
2026-05-01 02:13:20,2,222.7,6.95,1548.5,0.0019,29.1,3,24,ANOMALI
2026-05-01 02:13:30,2,220.5,2.82,621.56,0.0017,28.3,2,24,NORMAL
2026-05-01 02:13:40,2,221.9,1.74,385.43,0.0011,25.8,3,26,NORMAL
2026-05-01 02:13:50,2,218.9,0.03,6.65,0.0,26.1,0,OFF,NORMAL
2026-05-01 02:14:00,2,216.8,3.42,741.46,0.0021,30.4,3,22,NORMAL
2026-05-01 02:14:10,2,215.6,1.86,401.8,0.0011,24.4,3,26,NORMAL
2026-05-01 02:14:20,2,221.6,1.86,411.63,0.0011,24.1,1,26,NORMAL
2026-05-01 02:14:30,2,218.4,2.05,447.92,0.0012,24.4,1,26,NORMAL
2026-05-01 02:14:40,2,224.3,3.89,873.64,0.0024,30.3,3,22,NORMAL
2026-05-01 02:14:50,2,218.3,2.34,511.23,0.0014,29.0,3,24,NORMAL
2026-05-01 02:15:00,2,224.2,4.15,929.97,0.0026,30.3,2,22,NORMAL
2026-05-01 02:15:10,2,223.0,1.85,411.63,0.0011,26.0,3,26,NORMAL
2026-05-01 02:15:20,2,219.2,3.03,664.6,0.0018,27.0,3,24,NORMAL
2026-05-01 02:15:30,2,217.4,4.06,882.34,0.0025,30.5,3,22,NORMAL
2026-05-01 02:15:40,2,217.7,0.03,5.69,0.0,28.5,0,OFF,NORMAL
2026-05-01 02:15:50,2,222.6,2.33,518.63,0.0014,27.8,1,24,NORMAL
2026-05-01 02:16:00,2,216.1,2.43,526.09,0.0015,29.5,1,24,NORMAL
2026-05-01 02:16:10,2,216.6,1.45,313.07,0.0009,26.0,2,26,NORMAL
2026-05-01 02:16:20,2,222.4,1.8,400.47,0.0011,24.7,3,26,NORMAL
2026-05-01 02:16:30,2,224.7,2.57,576.58,0.0016,29.2,3,24,NORMAL
2026-05-01 02:16:40,2,221.4,2.36,523.22,0.0015,27.0,3,24,NORMAL
2026-05-01 02:16:50,2,224.0,0.07,16.15,0.0,29.6,0,OFF,NORMAL
2026-05-01 02:17:00,2,220.3,3.89,857.88,0.0024,30.3,3,22,NORMAL
2026-05-01 02:17:10,2,221.0,0.08,18.21,0.0001,26.6,0,OFF,NORMAL
2026-05-01 02:17:20,2,215.7,0.08,17.99,0.0,24.1,0,OFF,NORMAL
2026-05-01 02:17:30,2,217.9,1.91,416.73,0.0012,26.3,2,26,NORMAL
2026-05-01 02:17:40,2,215.1,2.32,499.77,0.0014,24.5,1,26,NORMAL
2026-05-01 02:17:50,2,224.9,1.95,438.7,0.0012,24.9,1,26,NORMAL
2026-05-01 02:18:00,2,165.06669320807313,0.08,12.46,0.0,26.7,0,OFF,ANOMALI
2026-05-01 02:18:10,2,216.8,6.71,1454.99,0.0023,31.5,3,22,ANOMALI
2026-05-01 02:18:20,2,216.8,4.26,923.99,0.0026,30.1,1,22,NORMAL
2026-05-01 02:18:30,2,222.5,3.08,685.69,0.0019,28.9,1,24,NORMAL
2026-05-01 02:18:40,2,215.5,0.04,8.42,0.0,27.6,0,OFF,NORMAL
2026-05-01 02:18:50,2,217.6,0.07,14.83,0.0,31.5,0,OFF,NORMAL
2026-05-01 02:19:00,2,222.8,2.95,656.89,0.0018,27.7,3,24,NORMAL
2026-05-01 02:19:10,2,215.4,3.04,654.2,0.0018,28.5,1,24,NORMAL
2026-05-01 02:19:20,2,223.3,2.38,532.51,0.0015,28.9,3,24,NORMAL
2026-05-01 02:19:30,2,223.2,5.88,1311.98,0.002,31.2,3,22,ANOMALI
2026-05-01 02:19:40,2,219.2,0.04,8.94,0.0,25.8,0,OFF,NORMAL
2026-05-01 02:19:50,2,217.1,0.03,6.51,0.0,27.2,0,OFF,NORMAL
2026-05-01 02:20:00,2,222.4,1.65,366.05,0.001,24.4,2,26,NORMAL
2026-05-01 02:20:10,2,218.7,1.65,361.91,0.001,26.9,2,26,NORMAL
2026-05-01 02:20:20,2,224.7,3.18,715.27,0.002,31.1,1,22,NORMAL
2026-05-01 02:20:30,2,222.3,0.08,16.71,0.0,26.5,0,OFF,NORMAL
2026-05-01 02:20:40,2,220.1,4.1,902.84,0.0025,30.3,3,22,NORMAL
2026-05-01 02:20:50,2,216.2,4.04,872.51,0.0024,30.4,2,22,NORMAL
2026-05-01 02:21:00,2,218.3,3.29,717.96,0.002,31.9,3,22,NORMAL
2026-05-01 02:21:10,2,218.9,0.05,10.41,0.0,31.3,0,OFF,NORMAL
2026-05-01 02:21:20,2,216.5,1.83,397.14,0.0011,24.6,1,26,NORMAL
2026-05-01 02:21:30,2,224.5,4.1,920.67,0.0017,29.7,0,24,ANOMALI
2026-05-01 02:21:40,2,224.5,0.05,11.26,0.0,25.0,0,OFF,NORMAL
2026-05-01 02:21:50,2,224.4,1.7,380.39,0.0011,26.1,2,26,NORMAL
2026-05-01 02:22:00,2,215.2,2.73,586.86,0.0016,28.8,1,24,NORMAL
2026-05-01 02:22:10,2,223.4,1.59,356.0,0.001,24.3,2,26,NORMAL
2026-05-01 02:22:20,2,220.7,0.03,6.04,0.0,25.3,0,OFF,NORMAL
2026-05-01 02:22:30,2,220.2,0.04,8.51,0.0,29.6,0,OFF,NORMAL
2026-05-01 02:22:40,2,219.8,2.31,507.28,0.0014,29.4,1,24,NORMAL
2026-05-01 02:22:50,2,222.2,3.42,759.17,0.0021,31.2,3,22,NORMAL
2026-05-01 02:23:00,2,223.4,2.88,642.41,0.0018,27.3,1,24,NORMAL
2026-05-01 02:23:10,2,223.3,0.04,9.15,0.0,29.1,0,OFF,NORMAL
2026-05-01 02:23:20,2,219.8,2.94,645.54,0.0018,28.7,1,24,NORMAL
2026-05-01 02:23:30,2,216.4,2.2,476.35,0.0013,26.3,1,26,NORMAL
2026-05-01 02:23:40,2,220.5,0.07,14.6,0.0,30.6,0,OFF,NORMAL
2026-05-01 02:23:50,2,216.8,3.39,735.73,0.002,30.8,1,22,NORMAL
2026-05-01 02:24:00,2,217.9,0.09,19.08,0.0001,31.1,0,OFF,NORMAL
2026-05-01 02:24:10,2,222.0,3.33,739.39,0.0021,30.6,2,22,NORMAL
2026-05-01 02:24:20,2,224.4,3.62,813.34,0.0023,31.8,1,22,NORMAL
2026-05-01 02:24:30,2,215.2,4.14,891.43,0.0025,31.4,1,22,NORMAL
2026-05-01 02:24:40,2,221.7,1.61,356.43,0.001,25.6,1,26,NORMAL
2026-05-01 02:24:50,2,217.1,2.89,626.56,0.0017,28.0,3,24,NORMAL
2026-05-01 02:25:00,2,217.2,2.77,602.34,0.0017,29.1,2,24,NORMAL
2026-05-01 02:25:10,2,224.2,0.06,13.94,0.0,29.7,0,OFF,NORMAL
2026-05-01 02:25:20,2,220.9,1.64,361.36,0.001,25.6,3,26,NORMAL
2026-05-01 02:25:30,2,223.2,2.83,631.32,0.0018,28.5,2,24,NORMAL
2026-05-01 02:25:40,2,215.8,2.33,502.92,0.0014,28.7,1,24,NORMAL
2026-05-01 02:25:50,2,223.8,6.01,1345.5,0.0019,28.8,2,24,ANOMALI
2026-05-01 02:26:00,2,218.6,2.2,480.56,0.0013,26.3,2,26,NORMAL
2026-05-01 02:26:10,2,224.1,2.13,477.08,0.0013,25.1,2,26,NORMAL
2026-05-01 02:26:20,2,217.8,3.16,687.37,0.0019,28.8,1,24,NORMAL
2026-05-01 02:26:30,2,224.2,4.11,921.34,0.0026,30.4,2,22,NORMAL
2026-05-01 02:26:40,2,222.8,2.06,458.56,0.0013,24.8,3,26,NORMAL
2026-05-01 02:26:50,2,224.6,0.05,11.8,0.0,24.2,0,OFF,NORMAL
2026-05-01 02:27:00,2,217.1,3.34,724.68,0.002,30.0,1,22,NORMAL
2026-05-01 02:27:10,2,221.9,2.58,571.64,0.0016,27.5,2,24,NORMAL
2026-05-01 02:27:20,2,217.8,4.31,939.0,0.0026,31.7,2,22,NORMAL
2026-05-01 02:27:30,2,218.7,2.46,537.22,0.0015,27.2,1,24,NORMAL
2026-05-01 02:27:40,2,224.3,2.41,541.44,0.0015,28.2,2,24,NORMAL
2026-05-01 02:27:50,2,221.2,4.59,1014.71,0.0017,27.9,0,24,ANOMALI
2026-05-01 02:28:00,2,224.4,1.73,387.42,0.0011,26.1,3,26,NORMAL
2026-05-01 02:28:10,2,220.0,1.54,339.4,0.0009,24.5,1,26,NORMAL
2026-05-01 02:28:20,2,222.4,2.35,522.44,0.0015,27.7,1,24,NORMAL
2026-05-01 02:28:30,2,217.8,3.71,808.31,0.0022,31.5,3,22,NORMAL
2026-05-01 02:28:40,2,218.8,4.09,895.51,0.0025,30.7,2,22,NORMAL
2026-05-01 02:28:50,2,223.1,2.08,464.98,0.0013,25.4,2,26,NORMAL
2026-05-01 02:29:00,2,223.1,0.06,12.45,0.0,27.0,0,OFF,NORMAL
2026-05-01 02:29:10,2,218.4,0.08,18.33,0.0001,27.3,0,OFF,NORMAL
2026-05-01 02:29:20,2,221.4,1.79,397.38,0.0011,25.5,3,26,NORMAL
2026-05-01 02:29:30,2,223.6,0.07,14.88,0.0,31.7,0,OFF,NORMAL
2026-05-01 02:29:40,2,218.9,1.39,303.56,0.0008,26.5,1,26,NORMAL
2026-05-01 02:29:50,2,221.3,2.23,493.85,0.0014,25.2,3,26,NORMAL
2026-05-01 02:30:00,2,215.5,3.47,747.19,0.0021,30.8,3,22,NORMAL
2026-05-01 02:30:10,2,217.9,1.57,341.69,0.0009,26.6,1,26,NORMAL
2026-05-01 02:30:20,2,218.5,1.97,430.53,0.0012,26.2,1,26,NORMAL
2026-05-01 02:30:30,2,222.0,3.95,877.3,0.0024,31.7,3,22,NORMAL
2026-05-01 02:30:40,2,221.4,3.09,683.73,0.0019,28.1,2,24,NORMAL
2026-05-01 02:30:50,2,218.2,2.74,598.11,0.0017,28.7,3,24,NORMAL
2026-05-01 02:31:00,2,220.7,4.13,911.19,0.0025,31.9,3,22,NORMAL
2026-05-01 02:31:10,2,222.6,2.3,512.55,0.0014,27.8,1,24,NORMAL
2026-05-01 02:31:20,2,217.6,0.07,16.19,0.0,29.7,0,OFF,NORMAL
2026-05-01 02:31:30,2,215.1,2.92,627.32,0.0017,28.0,3,24,NORMAL
2026-05-01 02:31:40,2,216.8,0.04,9.45,0.0,29.7,0,OFF,NORMAL
2026-05-01 02:31:50,2,218.7,2.49,545.4,0.0015,29.5,2,24,NORMAL
2026-05-01 02:32:00,2,221.4,2.41,534.03,0.0015,28.8,1,24,NORMAL
2026-05-01 02:32:10,2,219.8,2.67,587.18,0.0016,27.6,2,24,NORMAL
2026-05-01 02:32:20,2,215.0,1.83,392.64,0.0011,26.7,3,26,NORMAL
2026-05-01 02:32:30,2,219.4,2.43,532.39,0.0015,29.9,2,24,NORMAL
2026-05-01 02:32:40,2,221.4,0.04,9.42,0.0,26.8,0,OFF,NORMAL
2026-05-01 02:32:50,2,221.5,4.12,912.53,0.0025,30.0,2,22,NORMAL
2026-05-01 02:33:00,2,216.6,2.07,447.77,0.0012,26.0,1,26,NORMAL
2026-05-01 02:33:10,2,215.9,3.25,701.44,0.0019,30.5,2,22,NORMAL
2026-05-01 02:33:20,2,217.6,0.04,7.78,0.0,30.1,0,OFF,NORMAL
2026-05-01 02:33:30,2,222.5,3.0,667.76,0.0019,28.1,2,24,NORMAL
2026-05-01 02:33:40,2,220.5,0.06,14.19,0.0,31.6,0,OFF,NORMAL
2026-05-01 02:33:50,2,221.4,1.7,377.44,0.001,26.4,1,26,NORMAL
2026-05-01 02:34:00,2,219.2,3.81,834.4,0.0023,31.1,1,22,NORMAL
2026-05-01 02:34:10,2,220.7,3.52,776.65,0.0022,30.5,1,22,NORMAL
2026-05-01 02:34:20,2,218.3,1.91,417.38,0.0012,26.1,3,26,NORMAL
2026-05-01 02:34:30,2,221.2,2.1,465.41,0.0013,24.1,2,26,NORMAL
2026-05-01 02:34:40,2,218.8,3.81,833.77,0.0023,30.5,1,22,NORMAL
2026-05-01 02:34:50,2,220.4,1.87,411.6,0.0011,24.7,1,26,NORMAL
2026-05-01 02:35:00,2,217.3,2.88,625.0,0.0017,27.2,2,24,NORMAL
2026-05-01 02:35:10,2,217.6,3.85,838.14,0.0023,31.1,3,22,NORMAL
2026-05-01 02:35:20,2,219.6,1.46,319.88,0.0009,25.9,1,26,NORMAL
2026-05-01 02:35:30,2,216.2,5.99,1294.09,0.0,25.2,0,OFF,ANOMALI
2026-05-01 02:35:40,2,223.4,2.63,587.1,0.0016,29.5,1,24,NORMAL
2026-05-01 02:35:50,2,219.1,3.17,693.68,0.0019,27.2,1,24,NORMAL
2026-05-01 02:36:00,2,216.3,1.39,301.57,0.0008,24.6,1,26,NORMAL
2026-05-01 02:36:10,2,222.6,2.88,641.44,0.0018,28.2,3,24,NORMAL
2026-05-01 02:36:20,2,216.2,1.78,385.09,0.0011,24.8,3,26,NORMAL
2026-05-01 02:36:30,2,216.4,3.65,790.47,0.0022,31.0,3,22,NORMAL
2026-05-01 02:36:40,2,218.0,1.49,325.16,0.0009,24.3,1,26,NORMAL
2026-05-01 02:36:50,2,215.1,3.02,650.19,0.0018,27.1,3,24,NORMAL
2026-05-01 02:37:00,2,224.6,0.05,10.21,0.0,28.1,0,OFF,NORMAL
2026-05-01 02:37:10,2,215.7,1.74,375.05,0.001,25.1,3,26,NORMAL
2026-05-01 02:37:20,2,218.1,3.11,677.61,0.0019,29.5,3,24,NORMAL
2026-05-01 02:37:30,2,223.9,2.09,467.32,0.0013,25.3,2,26,NORMAL
2026-05-01 02:37:40,2,222.1,2.96,658.24,0.0018,27.0,2,24,NORMAL
2026-05-01 02:37:50,2,221.6,1.47,325.65,0.0009,26.0,3,26,NORMAL
2026-05-01 02:38:00,2,217.7,2.73,593.48,0.0016,29.3,1,24,NORMAL
2026-05-01 02:38:10,2,219.5,2.56,560.9,0.0016,27.5,1,24,NORMAL
2026-05-01 02:38:20,2,224.2,2.47,554.85,0.0015,29.1,1,24,NORMAL
2026-05-01 02:38:30,2,223.0,1.55,344.95,0.001,26.2,1,26,NORMAL
2026-05-01 02:38:40,2,224.5,3.53,791.62,0.0022,31.9,2,22,NORMAL
2026-05-01 02:38:50,2,224.4,2.35,526.41,0.0015,27.8,1,24,NORMAL
2026-05-01 02:39:00,2,221.1,2.37,523.32,0.0015,27.8,2,24,NORMAL
2026-05-01 02:39:10,2,224.5,0.04,9.21,0.0,27.5,0,OFF,NORMAL
2026-05-01 02:39:20,2,215.0,3.0,645.32,0.0018,27.9,3,24,NORMAL
2026-05-01 02:39:30,2,224.8,1.83,410.69,0.0011,25.5,1,26,NORMAL
2026-05-01 02:39:40,2,215.4,2.32,500.62,0.0014,28.2,2,24,NORMAL
2026-05-01 02:39:50,2,221.0,0.04,8.45,0.0,29.4,0,OFF,NORMAL
2026-05-01 02:40:00,2,218.8,0.03,5.49,0.0,29.9,0,OFF,NORMAL
2026-05-01 02:40:10,2,215.6,0.05,9.89,0.0,28.4,0,OFF,NORMAL
2026-05-01 02:40:20,2,217.5,2.63,572.76,0.0016,27.0,1,24,NORMAL
2026-05-01 02:40:30,2,219.5,1.42,311.84,0.0009,26.5,1,26,NORMAL
2026-05-01 02:40:40,2,224.4,0.09,19.47,0.0001,28.2,0,OFF,NORMAL
2026-05-01 02:40:50,2,216.2,2.44,526.52,0.0015,29.2,2,24,NORMAL
2026-05-01 02:41:00,2,223.8,3.43,768.2,0.0021,30.4,2,22,NORMAL
2026-05-01 02:41:10,2,217.4,2.1,455.91,0.0013,24.7,2,26,NORMAL
2026-05-01 02:41:20,2,222.4,2.43,539.85,0.0015,27.4,2,24,NORMAL
2026-05-01 02:41:30,2,224.8,2.07,465.23,0.0013,26.1,3,26,NORMAL
2026-05-01 02:41:40,2,215.7,6.5,1401.03,0.0,27.6,0,OFF,ANOMALI
2026-05-01 02:41:50,2,222.9,1.45,322.15,0.0009,26.6,1,26,NORMAL
2026-05-01 02:42:00,2,218.8,2.42,528.86,0.0015,27.3,2,24,NORMAL
2026-05-01 02:42:10,2,219.5,3.8,834.61,0.0023,30.7,2,22,NORMAL
2026-05-01 02:42:20,2,218.7,2.76,603.14,0.0017,29.3,2,24,NORMAL
2026-05-01 02:42:30,2,216.2,4.18,904.47,0.0025,30.3,1,22,NORMAL
2026-05-01 02:42:40,2,220.9,2.38,524.86,0.0015,29.9,3,24,NORMAL
2026-05-01 02:42:50,2,216.4,1.51,326.12,0.0009,26.8,1,26,NORMAL
2026-05-01 02:43:00,2,217.5,2.57,558.64,0.0016,27.1,2,24,NORMAL
2026-05-01 02:43:10,2,221.3,0.06,13.49,0.0,25.0,0,OFF,NORMAL
2026-05-01 02:43:20,2,215.8,3.24,700.15,0.0019,30.7,1,22,NORMAL
2026-05-01 02:43:30,2,217.5,2.79,606.83,0.0017,29.3,3,24,NORMAL
2026-05-01 02:43:40,2,215.3,4.17,898.54,0.0025,30.9,3,22,NORMAL
2026-05-01 02:43:50,2,215.4,2.27,489.4,0.0014,24.6,2,26,NORMAL
2026-05-01 02:44:00,2,221.9,2.3,510.17,0.0014,27.4,3,24,NORMAL
2026-05-01 02:44:10,2,217.1,2.21,479.79,0.0013,26.8,1,26,NORMAL
2026-05-01 02:44:20,2,219.4,1.95,427.45,0.0012,24.3,1,26,NORMAL
2026-05-01 02:44:30,2,222.4,2.23,496.93,0.0014,26.3,2,26,NORMAL
2026-05-01 02:44:40,2,216.2,4.11,888.4,0.0025,30.5,3,22,NORMAL
2026-05-01 02:44:50,2,218.2,0.08,16.77,0.0,24.7,0,OFF,NORMAL
2026-05-01 02:45:00,2,222.4,0.05,12.02,0.0,27.7,0,OFF,NORMAL
2026-05-01 02:45:10,2,221.6,0.07,15.01,0.0,29.9,0,OFF,NORMAL
2026-05-01 02:45:20,2,217.9,1.96,427.57,0.0012,24.2,2,26,NORMAL
2026-05-01 02:45:30,2,220.6,2.13,469.39,0.0013,24.6,1,26,NORMAL
2026-05-01 02:45:40,2,220.4,0.07,15.29,0.0,31.1,0,OFF,NORMAL
2026-05-01 02:45:50,2,216.8,3.89,843.6,0.0023,31.5,1,22,NORMAL
2026-05-01 02:46:00,2,222.8,0.06,13.05,0.0,24.4,0,OFF,NORMAL
2026-05-01 02:46:10,2,216.8,0.07,15.61,0.0,26.6,0,OFF,NORMAL
2026-05-01 02:46:20,2,219.9,1.97,432.49,0.0012,25.5,2,26,NORMAL
2026-05-01 02:46:30,2,216.8,0.07,14.97,0.0,29.3,0,OFF,NORMAL
2026-05-01 02:46:40,2,224.3,3.84,862.3,0.0024,30.8,1,22,NORMAL
2026-05-01 02:46:50,2,221.4,2.48,547.97,0.0015,29.7,3,24,NORMAL
2026-05-01 02:47:00,2,216.4,2.91,628.93,0.0017,27.5,2,24,NORMAL
2026-05-01 02:47:10,2,218.0,2.24,488.38,0.0014,26.2,1,26,NORMAL
2026-05-01 02:47:20,2,218.3,2.61,569.72,0.0016,27.8,3,24,NORMAL
2026-05-01 02:47:30,2,216.7,3.94,854.35,0.0024,31.3,1,22,NORMAL
2026-05-01 02:47:40,2,223.7,1.96,438.79,0.0012,24.6,2,26,NORMAL
2026-05-01 02:47:50,2,219.1,1.63,357.22,0.001,26.2,2,26,NORMAL
2026-05-01 02:48:00,2,219.9,2.73,599.98,0.0017,29.5,2,24,NORMAL
2026-05-01 02:48:10,2,218.2,2.1,458.92,0.0013,24.0,2,26,NORMAL
2026-05-01 02:48:20,2,221.8,1.81,400.35,0.0011,26.2,2,26,NORMAL
2026-05-01 02:48:30,2,224.1,3.29,736.75,0.002,30.7,3,22,NORMAL
2026-05-01 02:48:40,2,223.7,1.75,390.82,0.0011,26.1,2,26,NORMAL
2026-05-01 02:48:50,2,223.7,2.92,653.55,0.0018,27.9,2,24,NORMAL
2026-05-01 02:49:00,2,216.0,1.82,392.46,0.0011,24.2,1,26,NORMAL
2026-05-01 02:49:10,2,215.2,3.99,858.46,0.0024,30.3,3,22,NORMAL
2026-05-01 02:49:20,2,219.6,2.5,549.1,0.0015,29.0,2,24,NORMAL
2026-05-01 02:49:30,2,217.2,3.18,691.0,0.0019,29.2,3,24,NORMAL
2026-05-01 02:49:40,2,176.20936184060164,0.08,13.53,0.0,29.8,0,OFF,ANOMALI
2026-05-01 02:49:50,2,224.1,4.02,901.66,0.0025,31.5,1,22,NORMAL
2026-05-01 02:50:00,2,223.3,2.7,602.29,0.0017,28.1,3,24,NORMAL
2026-05-01 02:50:10,2,222.9,0.05,10.94,0.0,26.2,0,OFF,NORMAL
2026-05-01 02:50:20,2,216.2,3.07,663.06,0.0018,29.6,1,24,NORMAL
2026-05-01 02:50:30,2,220.0,2.4,527.58,0.0015,28.8,1,24,NORMAL
2026-05-01 02:50:40,2,218.6,1.76,384.56,0.0011,25.1,2,26,NORMAL
